v	t
3.625587668495066	0
5.889994049805166	0
10.02956769895429	0.053388
15.19228911086466	0.07779999999999999
20.27684205495404	0.103008
24.43132641596058	0.127812
27.36454909557978	0.15262
29.27248777502612	0.17704
30.5030820901154	0.201856
31.35926988786579	0.227056
32.00975414529224	0.25186
32.49539528302491	0.27628
32.78638732450131	0.301088
32.86852540686975	0.3259
32.76718432677903	0.351108
32.51052545894667	0.375516
32.18305927137317	0.400728
31.88678341900094	0.425784
31.69827664512063	0.449948
31.6358906186384	0.47476
31.62644450566436	0.499964
31.6358906186384	0.524376
31.69827664512063	0.549188
31.8787979139242	0.574
32.15946149120014	0.598816
32.44482537682607	0.623624
32.62311152257399	0.648428
32.64940271566089	0.673628
32.5503878359444	0.698048
32.37640080308365	0.7228599999999999
32.17377766531293	0.748068
32.02040218801086	0.7724760000000001
31.9982132783279	0.797292
32.10680167011414	0.822096
32.28197224712053	0.846912
32.44972817206931	0.8717240000000001
32.54801967724795	0.896528
32.50402880563355	0.921728
32.27625212343878	0.946148
31.92952953695013	0.97096
31.63697226823564	0.995776
31.56562805824096	1.02058
31.72517309026468	1.045784
32.01966315576554	1.070596
32.32876168395521	1.095008
32.57891746654548	1.11982
32.71642366753407	1.144636
32.70514770097335	1.169436
32.56389677898889	1.194244
32.34870630049328	1.219056
32.17192126894666	1.243868
32.0746927902049	1.269084
32.04559322982096	1.293492
32.04559322982095	1.3183
32.05960905839333	1.343112
32.11226395236385	1.367924
32.17293433387041	1.392732
32.14668330021992	1.417936
31.94730393058504	1.442736
31.66224723677697	1.467548
31.45532962258009	1.492368
31.41818374905606	1.51678
31.4823717014593	1.541592
31.5306217461913	1.566396
31.55291043906243	1.591208
31.56024690123477	1.61602
31.54498783951152	1.64122
31.4917197823256	1.666032
31.4521654346166	1.690456
31.50258000253599	1.715256
31.66047886278432	1.740076
31.85033825219224	1.76488
31.94331731750738	1.789692
31.89647835134121	1.814504
31.76280184018259	1.8397
31.60703305924538	1.864116
31.43394333609674	1.888928
31.20928493268974	1.91374
30.95409448501256	1.938952
30.62102309937935	1.963752
29.93843984312356	1.988164
28.42129799192054	2.01338
25.76944981816413	2.037788
22.13084587606899	2.062996
17.99036449184484	2.087404
13.83311319213212	2.11222
9.944354663735087	2.137028
6.553926114765881	2.161844
3.974553608008921	2.161844
2.567108603200657	2.161844
