v	t
2.608736010234059	0
4.181158443930434	0
7.056801185707963	0.050348
10.66278820395272	0.07555199999999999
14.21293809957512	0.09995999999999999
17.09308916263438	0.124776
19.11785977007692	0.149992
20.4335330952675	0.174396
21.28500158706892	0.199208
21.85594172451603	0.224012
22.23936101031857	0.249224
22.4435411803038	0.273632
22.49133401122728	0.29844
22.46595118686538	0.323256
22.51687485506464	0.34806
22.71871041496439	0.372876
22.97898178194249	0.39768
23.17375822767916	0.422892
23.27883875775214	0.447704
23.32036571623641	0.472108
23.33674167717017	0.49692
23.35410834943121	0.522132
23.38324204039264	0.546556
23.41531561699338	0.571356
23.41898986887839	0.596168
23.30934284779757	0.62138
23.07410171931398	0.645784
22.84295450101279	0.670996
22.73278188527247	0.695408
22.7740727943995	0.720212
22.93410340037554	0.745424
23.19335913644984	0.769836
23.53257106880118	0.79464
23.83803149989785	0.819452
23.94020083591972	0.844668
23.79730233183162	0.869072
23.55512484635185	0.89388
23.3456253924642	0.9191
23.20732818127523	0.943916
23.08302624376882	0.968312
22.9149435958766	0.993528
22.73802805689244	1.017932
22.63872507282699	1.043152
22.6567156996755	1.067556
22.71315621462765	1.092764
22.7212465699814	1.117176
22.73816024079096	1.14198
22.86500119542697	1.1672
23.12241496965467	1.191604
23.37390390767359	1.216816
23.46904784261795	1.241636
23.36065078442171	1.266432
23.1493636242948	1.290844
22.95414239730041	1.316048
22.87431245991814	1.340464
22.90115604227378	1.365272
22.97420925867933	1.390088
23.05202302362384	1.415288
23.15335018956704	1.439704
23.22820661755807	1.464516
23.19951362964729	1.489324
23.04801182119113	1.514132
22.94819626184583	1.538944
23.09662193986837	1.563752
23.50077683832057	1.58856
23.92169631414506	1.613376
24.13821409865578	1.63858
24.12379200626999	1.662988
24.01582561975412	1.688204
23.92217202400915	1.712616
23.87097252836164	1.737424
23.78541047114327	1.762232
23.58656272502682	1.787452
23.31366794353833	1.811852
23.12770673267434	1.83706
23.13616925921566	1.861868
23.2630584397127	1.886284
23.27383786946906	1.911096
23.05450501342499	1.936296
22.67475735500771	1.960712
22.15508337108866	1.985524
21.30755153639535	2.01074
19.85553749693257	2.035548
17.6995174658556	2.060344
15.02203586657675	2.084764
12.15043404887946	2.109976
9.351213693513468	2.134388
6.813807809621517	2.159592
4.68028851845295	2.184408
3.018647303117339	2.209212
1.867517833544242	2.209212
1.274249737943172	2.209212
