v	t
3.119399964944609	0
5.0477178849304	0
8.576723854603383	0.05504
13.00713124391774	0.07945199999999999
17.38021553134093	0.104656
20.91693211980492	0.129472
23.35023576980056	0.154284
24.87895853956923	0.179088
25.88134287415052	0.2035
26.60322485569899	0.228712
27.11258689148622	0.25312
27.42482174415134	0.278324
27.62431615358067	0.302744
27.80548094360443	0.327548
27.99660926087785	0.35276
28.12788818865393	0.377168
28.15417938174084	0.402376
28.09418621491949	0.426792
27.99172424858008	0.4516
27.82552179151565	0.476416
27.54035689373749	0.50122
27.12801239146111	0.5260280000000001
26.73126551592246	0.55124
26.56233548201499	0.5756520000000001
26.73126551592245	0.60046
27.12801239146111	0.625268
27.53325866700264	0.650076
27.80543326525928	0.675292
27.93683342950058	0.6997
27.98402898984657	0.724516
28.00000000000002	0.749712
28.00000000000002	0.774132
28.00000000000002	0.798936
28.00000000000002	0.823752
27.9920144949233	0.84856
27.97551494148517	0.873376
27.92280515888601	0.89858
27.82152015258082	0.922984
27.68126164753836	0.948196
27.53990066595842	0.972612
27.46394674874091	0.99742
27.48038474898872	1.022224
27.56323531140223	1.04704
27.64770032835597	1.072248
27.67077268168132	1.09666
27.63498660126196	1.121872
27.58580282445124	1.146672
27.53367958941666	1.171084
27.46401494756385	1.195896
27.42166437880847	1.220708
27.47051938081627	1.245916
27.669292913238	1.270336
28.00941222062711	1.295136
28.43522291994115	1.319952
28.85414867379252	1.34476
29.09765776991	1.369964
29.04336716771595	1.39438
28.75433451647169	1.41958
28.41632620042716	1.4444
28.17577196662287	1.468812
28.05965731658282	1.49362
28.01508373181161	1.518436
28.00000000000002	1.543248
28.00000000000002	1.568048
28.00709822673489	1.593252
28.02008852625638	1.618064
28.05489081907952	1.642884
28.11725545180781	1.667696
28.1742679079972	1.692092
28.18277900773343	1.716904
28.1147519910275	1.741716
27.99124361059497	1.766532
27.84948770960493	1.791344
27.67077268168132	1.816144
27.43319922001298	1.84096
27.15069629852364	1.866172
26.87922382112152	1.89058
26.67432085933839	1.915784
26.5678348674207	1.940192
26.45627250428173	1.965016
26.0621658474014	1.99022
24.94444204750013	2.014628
22.77006203023733	2.039444
19.63436302972641	2.064256
16.03427418562472	2.08906
12.5059062209083	2.113872
9.315341969611186	2.13868
6.516425425256211	2.163892
4.279171939580849	2.163892
2.993663800936931	2.163892
