25072	+25072	0
25496	+424	0
25920	+424	0
26348	+428	0
26772	+424	0
27196	+424	0
27620	+424	0
28048	+428	0
28472	+424	0
28896	+424	0
29320	+424	0
29748	+428	0
30172	+424	0
30596	+424	0
31020	+424	0
31448	+428	0
31872	+424	0
32296	+424	0
32720	+424	0
33148	+428	0
33572	+424	0
33996	+424	0
34420	+424	0
34848	+428	0
35272	+424	0
35696	+424	0
36120	+424	0
36548	+428	0
36972	+424	0
37396	+424	0
37820	+424	0
38248	+428	0
38672	+424	0
39096	+424	0
39520	+424	0
39952	+432	0
40372	+420	0
40796	+424	0
41220	+424	0
41648	+428	0
42072	+424	0
42496	+424	0
42920	+424	0
43348	+428	0
43772	+424	0
44196	+424	0
44620	+424	0
45048	+428	0
45472	+424	0
45896	+424	0
46320	+424	0
46748	+428	0
47172	+424	0
47596	+424	0
48020	+424	0
48448	+428	0
48872	+424	0
49296	+424	0
49720	+424	0
50148	+428	0
50572	+424	0
50996	+424	0
51420	+424	0
51848	+428	0
52272	+424	0
52696	+424	0
53120	+424	0
53548	+428	0
53972	+424	0
54396	+424	0
54820	+424	0
55248	+428	0
55672	+424	0
56096	+424	0
56520	+424	0
56948	+428	0
57372	+424	0
57796	+424	0
58220	+424	0
58648	+428	0
59072	+424	0
59496	+424	0
59920	+424	0
60348	+428	0
60772	+424	0
61196	+424	0
61620	+424	0
62048	+428	0
62476	+428	0
62896	+420	0
63320	+424	0
63748	+428	0
64172	+424	0
64596	+424	0
65020	+424	0
65448	+428	0
336	+424	0
760	+424	0
1184	+424	0
1612	+428	0
2036	+424	0
2460	+424	0
2884	+424	0
3312	+428	0
3736	+424	0
4160	+424	0
4584	+424	0
5012	+428	0
5436	+424	0
5860	+424	0
6284	+424	0
6712	+428	0
7136	+424	0
7560	+424	0
7984	+424	0
8412	+428	0
8836	+424	0
9260	+424	0
9684	+424	0
10112	+428	0
10536	+424	0
10960	+424	0
11384	+424	0
11812	+428	0
12236	+424	0
12660	+424	0
13084	+424	0
13512	+428	0
13936	+424	0
14360	+424	0
14784	+424	0
15212	+428	0
15636	+424	0
16060	+424	0
16484	+424	0
16912	+428	0
17336	+424	0
17760	+424	0
18184	+424	0
18612	+428	0
19036	+424	0
19468	+432	0
19884	+416	0
20312	+428	0
20736	+424	0
21160	+424	0
21584	+424	0
22012	+428	0
22436	+424	0
22860	+424	0
23284	+424	0
23712	+428	0
24136	+424	0
24560	+424	0
24984	+424	0
25412	+428	0
25836	+424	0
26260	+424	0
26684	+424	0
27112	+428	0
27536	+424	0
27960	+424	0
28384	+424	0
28812	+428	0
29236	+424	0
29660	+424	0
30084	+424	0
30512	+428	0
30936	+424	0
31360	+424	0
31784	+424	0
32212	+428	0
32636	+424	0
33060	+424	0
33484	+424	0
33912	+428	0
34336	+424	0
34760	+424	0
35184	+424	0
35612	+428	0
36036	+424	0
36460	+424	0
36884	+424	0
37312	+428	0
37736	+424	0
38160	+424	0
38584	+424	0
39012	+428	0
39436	+424	0
39860	+424	0
40284	+424	0
40712	+428	0
41136	+424	0
41560	+424	0
41992	+432	0
42412	+420	0
42836	+424	0
43260	+424	0
43684	+424	0
44112	+428	0
44536	+424	0
44960	+424	0
45384	+424	0
45812	+428	0
46236	+424	0
46660	+424	0
47084	+424	0
47512	+428	0
47936	+424	0
48360	+424	0
48784	+424	0
49212	+428	0
49636	+424	0
50060	+424	0
50484	+424	0
50912	+428	0
51336	+424	0
51760	+424	0
52184	+424	0
52612	+428	0
53036	+424	0
53460	+424	0
53884	+424	0
54312	+428	0
54736	+424	0
55160	+424	0
55584	+424	0
56012	+428	0
56436	+424	0
56860	+424	0
57284	+424	0
57712	+428	0
58136	+424	0
58560	+424	0
58984	+424	0
59412	+428	0
59836	+424	0
60260	+424	0
60684	+424	0
61112	+428	0
61536	+424	0
61960	+424	0
62384	+424	0
62812	+428	0
63236	+424	0
63660	+424	0
64084	+424	0
64512	+428	0
64936	+424	0
65360	+424	0
248	+424	0
676	+428	0
1100	+424	0
1524	+424	0
1948	+424	0
2376	+428	0
2800	+424	0
3224	+424	0
3648	+424	0
4076	+428	0
4500	+424	0
4924	+424	0
5348	+424	0
5776	+428	0
6200	+424	0
6624	+424	0
7048	+424	0
7476	+428	0
7900	+424	0
8324	+424	0
8748	+424	0
9176	+428	0
9600	+424	0
10024	+424	0
10448	+424	0
10876	+428	0
11300	+424	0
11724	+424	0
12148	+424	0
12576	+428	0
13000	+424	0
13424	+424	0
13848	+424	0
14276	+428	0
14700	+424	0
15124	+424	0
15548	+424	0
15976	+428	0
16404	+428	0
16824	+420	0
17248	+424	0
17676	+428	0
18100	+424	0
18524	+424	0
18948	+424	0
19376	+428	0
19800	+424	0
20224	+424	0
20648	+424	0
21076	+428	0
21500	+424	0
21924	+424	0
22348	+424	0
22776	+428	0
23200	+424	0
23624	+424	0
24048	+424	0
24476	+428	0
24900	+424	0
25324	+424	0
25748	+424	0
26176	+428	0
26600	+424	0
27024	+424	0
27448	+424	0
27876	+428	0
28300	+424	0
28724	+424	0
29148	+424	0
29576	+428	0
30000	+424	0
30424	+424	0
30848	+424	0
31276	+428	0
31700	+424	0
32124	+424	0
32548	+424	0
32976	+428	0
33400	+424	0
33824	+424	0
34248	+424	0
34676	+428	0
35100	+424	0
35524	+424	0
35948	+424	0
36376	+428	0
36800	+424	0
37224	+424	0
37648	+424	0
38076	+428	0
38500	+424	0
38932	+432	0
39348	+416	0
39776	+428	0
40200	+424	0
40624	+424	0
41048	+424	0
41476	+428	0
41900	+424	0
42324	+424	0
42748	+424	0
43176	+428	0
43600	+424	0
44024	+424	0
44448	+424	0
44876	+428	0
45300	+424	0
45724	+424	0
46148	+424	0
46576	+428	0
47000	+424	0
47424	+424	0
47848	+424	0
48276	+428	0
48700	+424	0
49124	+424	0
49548	+424	0
49976	+428	0
50400	+424	0
50824	+424	0
51248	+424	0
51676	+428	0
52100	+424	0
52524	+424	0
52948	+424	0
53376	+428	0
53800	+424	0
54224	+424	0
54648	+424	0
55076	+428	0
55500	+424	0
55924	+424	0
56348	+424	0
56776	+428	0
57200	+424	0
57624	+424	0
58048	+424	0
58476	+428	0
58900	+424	0
59324	+424	0
59748	+424	0
60176	+428	0
60600	+424	0
61024	+424	0
61456	+432	0
61876	+420	0
62300	+424	0
62724	+424	0
63148	+424	0
63576	+428	0
64000	+424	0
64424	+424	0
64848	+424	0
65276	+428	0
164	+424	0
588	+424	0
1012	+424	0
1440	+428	0
1864	+424	0
2288	+424	0
2712	+424	0
3140	+428	0
3564	+424	0
3988	+424	0
4412	+424	0
4840	+428	0
5264	+424	0
5688	+424	0
6112	+424	0
6540	+428	0
6964	+424	0
7388	+424	0
7812	+424	0
